1336743900,18617,9863,5548,3206,19254,6875,3680,8699
1336744200,18197,5083,5454,7660,11557,1308,7136,3113
1336744500,26969,9598,9503,7868,10809,2622,375,7812
1336744800,9020,1479,3180,4361,21520,5072,6676,9772
1336745100,20370,6105,8816,5449,11693,2710,5672,3311
1336745400,5970,51,181,5738,16032,6935,5498,3599
1336745700,15062,7979,5782,1301,8692,4571,1454,2667
1336746000,14524,3525,9400,1599,16414,8228,1050,7136
1336746300,10359,7259,1542,1558,17846,5964,6091,5791
1336746600,24054,9534,9794,4726,12919,9353,3125,441
1336746900,14127,6882,5217,2028,9465,280,2419,6766
1336747200,8277,2611,3570,2096,10469,6122,2350,1997
1336747500,16988,745,9924,6319,12480,4898,109,7473
1336747800,20072,3307,8362,8403,16868,6140,1082,9646
1336748100,18991,627,8631,9733,13868,2505,7865,3498
1336748400,16230,4221,6982,5027,17608,7886,6429,3293
1336748700,18279,3120,7523,7636,7752,3820,2445,1487
1336749000,18940,6464,4222,8254,13755,801,7874,5080
1336749300,9610,882,1789,6939,20281,7198,7544,5539
1336749600,18848,2240,7194,9414,21100,9896,4672,6532
1336749900,21829,7471,6684,7674,13309,5741,7502,66
1336750200,12606,4958,2367,5281,15874,9357,5584,933
1336750500,13504,7467,5139,898,21005,7535,6906,6564
1336750800,19924,7709,9914,2301,13945,2858,6573,4514
1336751100,9382,1956,3702,3724,17705,7317,2047,8341
1336751400,9603,1720,5082,2801,19543,6434,3451,9658
1336751700,22969,8381,7147,7441,26387,9939,6990,9458
1336752000,14656,7205,4469,2982,20426,4049,6422,9955
1336752300,25387,9690,7704,7993,16268,9685,6061,522
1336752600,11699,4057,4614,3028,14532,6549,374,7609
1336752900,9205,3802,2022,3381,11151,1361,5597,4193
1336753200,10088,6178,1656,2254,6367,1392,3226,1749
1336753500,9203,3066,357,5780,10639,668,1772,8199
1336753800,15871,8791,6099,981,18122,1920,9841,6361
1336754100,19581,9912,934,8735,18508,4019,8460,6029
1336754400,22780,3938,9293,9549,8077,3218,2025,2834
1336754700,15120,1751,3395,9974,18060,5393,9201,3466
1336755000,15785,2962,8811,4012,12909,2560,5996,4353
1336755300,24486,8288,7454,8744,13167,2941,6544,3682
1336755600,22881,6328,8611,7942,13237,9620,3007,610
1336755900,18199,9927,7192,1080,15159,1960,7380,5819
1336756200,7484,358,3045,4081,17024,5247,3861,7916
1336756500,10030,4696,2335,2999,8770,6495,1791,484
1336756800,15867,2647,8199,5021,17375,4726,7780,4869
1336757100,12274,4913,890,6471,7103,1555,3790,1758
1336757400,13003,9675,2496,832,15925,3875,6817,5233
1336757700,17056,2221,6018,8817,18209,1818,7300,9091
1336758000,19030,2111,8216,8703,17535,2492,5350,9693
1336758300,11340,4077,766,6497,16412,5109,8019,3284
1336758600,10307,5152,4153,1002,21717,5054,8775,7888
1336758900,13827,2953,8114,2760,11294,6586,2944,1764
1336759200,19913,9350,7358,3205,8487,6782,481,1224
1336759500,18037,9935,6371,1731,7470,59,6815,596
1336759800,23264,3985,9976,9303,1641,666,579,396
1336760100,22567,7417,7382,7768,12892,4546,5256,3090
1336760400,12992,7380,3115,2497,9173,2957,5929,287
1336760700,9544,732,7264,1548,14125,2138,3663,8324
1336761000,4382,131,1339,2912,16061,5674,3303,7084
1336761300,6899,1522,3600,1777,16345,7513,5807,3025
1336761600,14384,3979,1453,8952,10234,4468,5419,347
1336761900,10910,2186,38,8686,13977,1407,8139,4431
1336762200,17599,5428,8485,3686,9089,5899,554,2636
1336762500,19594,1992,8705,8897,13184,4401,7613,1170
1336762800,16314,5873,2036,8405,19092,8187,5764,5141
1336763100,13809,4819,6647,2343,11651,1652,28,9971
1336763400,11194,6184,1141,3869,16841,6518,6099,4224
1336763700,11215,9218,854,1143,10531,924,4309,5298
1336764000,19907,3248,8243,8416,12709,6310,3819,2580
1336764300,11156,1586,4711,4859,5181,2490,2612,79
1336764600,21453,4674,8804,7975,12726,2546,3094,7086
1336764900,18134,5429,4200,8505,16753,5808,8844,2101
1336765200,17848,6506,3879,7463,10355,3568,719,6068
1336765500,25738,8053,8069,9616,21735,9828,3959,7948
1336765800,9240,2477,5862,901,9177,1170,264,7743
1336766100,8783,1141,3496,4146,9525,1624,6805,1096
1336766400,6958,1048,742,5168,18422,8895,9192,335
1336766700,19858,8551,3171,8136,13579,9223,2944,1412
1336767000,10905,3664,6874,367,18887,1261,9399,8227
1336767300,14961,1325,9939,3697,11990,3243,4038,4709
1336767600,11043,4324,1861,4858,14386,3425,1266,9695
1336767900,15976,400,8038,7538,20807,3696,7511,9600
1336768200,17786,722,7623,9441,9926,1754,46,8126
1336768500,13107,4524,8017,566,16075,7101,8437,537
1336768800,15292,4773,5764,4755,14712,6327,3423,4962
1336769100,17351,3722,6327,7302,22317,4748,8157,9412
1336769400,19168,1725,7836,9607,22420,9635,7774,5011
1336769700,10391,878,1144,8369,20129,6819,4571,8739
1336770000,10676,5811,2129,2736,2518,147,2224,147
1336770300,19179,1380,8204,9595,10963,6339,1843,2781
1336770600,19561,9762,4551,5248,26178,9295,9154,7729
1336770900,21341,4740,8150,8451,18277,2350,9913,6014
1336771200,23477,9354,4299,9824,18051,4989,7942,5120
1336771500,17192,5882,3485,7825,15129,8161,4675,2293
1336771800,25429,8618,7903,8908,2905,1174,625,1106
1336772100,4350,52,4190,108,18821,5704,5046,8071
1336772400,10683,3060,6007,1616,13300,2606,1040,9654
1336772700,2801,59,835,1907,15550,6536,5711,3303
1336773000,21442,5273,6588,9581,18161,2181,5995,9985
1336773300,17924,3226,7368,7330,12174,596,4880,6698
1336773600,14379,2092,6602,5685,18161,1423,8034,8704
1336773900,20834,6738,9998,4098,18043,9130,2825,6088
1336774200,14392,4662,8413,1317,17884,7369,7120,3395
1336774500,25371,7956,8785,8630,21683,6026,6641,9016
1336774800,11619,2720,6518,2381,12974,6206,5381,1387
1336775100,21913,8095,4796,9022,15577,8989,3890,2698
1336775400,15465,6069,4643,4753,11308,6060,1684,3564
1336775700,11937,6259,524,5154,12647,4766,5612,2269
1336776000,21530,2924,9460,9146,10925,351,6198,4376
1336776300,20249,6777,9385,4087,11054,7603,504,2947
1336776600,18169,8667,3356,6146,13712,8292,2071,3349
1336776900,4158,2506,368,1284,10407,5192,774,4441
1336777200,13680,2923,5995,4762,13339,3878,3108,6353
1336777500,13809,4799,5473,3537,17732,7696,5210,4826
1336777800,14424,3058,5454,5912,21185,6200,8561,6424
1336778100,1661,340,660,661,8783,3403,3364,2016
1336778400,10408,5046,2923,2439,10191,1599,4456,4136
1336778700,24108,9596,6512,8000,18322,5595,6749,5978
1336779000,23309,5808,8383,9118,17031,2998,6454,7579
1336779300,14733,4141,1105,9487,11433,3578,2064,5791
1336779600,8232,598,3560,4074,12982,5364,1526,6092
1336779900,16199,9772,4343,2084,18331,1337,9240,7754
1336780200,21552,8700,3249,9603,11456,7008,251,4197
1336780500,15550,3768,2544,9238,13000,7172,265,5563
1336780800,10017,2391,6130,1496,12936,6554,2444,3938
1336781100,15047,5002,2747,7298,10991,5521,1509,3961
1336781400,9224,5420,1729,2075,8390,121,1500,6769
1336781700,13832,557,6629,6646,14908,1070,4473,9365
1336782000,12495,9097,1607,1791,3398,1568,719,1111
1336782300,20663,9057,6492,5114,16299,2126,6560,7613
1336782600,17381,1212,7333,8836,16542,4143,7871,4528
1336782900,17446,301,8858,8287,17643,5776,7545,4322
1336783200,17394,2546,5691,9157,20038,4823,9286,5929
1336783500,13563,475,6639,6449,16808,6890,2934,6984
1336783800,13750,4436,6609,2705,13011,1604,4160,7247
1336784100,14223,8373,1605,4245,14186,9782,566,3838
1336784400,19690,8648,1274,9768,18996,8782,1874,8340
1336784700,23338,9326,4150,9862,15180,2890,3034,9256
1336785000,15739,5766,9884,89,17074,6939,9382,753
1336785300,16881,1924,6510,8447,17549,3765,8841,4943
1336785600,10584,8608,187,1789,20881,5117,9317,6447
1336785900,16445,3384,4258,8803,14675,6842,4607,3226
1336786200,16634,3038,9271,4325,23650,6955,9285,7410
1336786500,22776,7051,8386,7339,13911,2769,7598,3544
1336786800,26624,9699,9955,6970,9217,6334,1253,1630
1336787100,14346,6701,5466,2179,23189,9585,9970,3634
1336787400,20536,3500,8130,8906,10266,2095,866,7305
1336787700,11822,5528,1197,5097,15850,2944,5778,7128
1336788000,26833,8539,8462,9832,3493,630,1124,1739
1336788300,20375,5298,7939,7138,17754,9935,3074,4745
1336788600,8551,1777,3589,3185,16399,8841,38,7520
1336788900,10277,7160,3072,45,16971,7500,3472,5999
1336789200,16516,5011,7741,3764,11876,4011,3584,4281
1336789500,17225,9258,7228,739,16328,3454,5457,7417
1336789800,16372,2337,7201,6834,13860,1979,7080,4801
1336790100,16502,5991,1500,9011,13786,72,8808,4906
1336790400,9383,3433,3926,2024,6420,5170,594,656
1336790700,23015,9653,3825,9537,7910,1332,3962,2616
1336791000,27847,9392,9569,8886,14438,3136,1370,9932
1336791300,9642,3301,1550,4791,15148,9549,5511,88
1336791600,19721,8849,2680,8192,9528,2513,1928,5087
1336791900,19059,5886,4005,9168,8747,2603,5531,613
1336792200,11923,8462,1277,2184,10420,5942,2709,1769
1336792500,13965,3816,6055,4094,13976,621,9677,3678
1336792800,12177,3415,1228,7534,5989,3555,2351,83
1336793100,18851,5819,5558,7474,12003,2195,936,8872
1336793400,12012,3680,6576,1756,21738,3928,8779,9031
1336793700,19084,6985,4539,7560,9274,598,3696,4980
1336794000,5281,3248,2009,24,4744,3680,953,111
1336794300,8528,5445,2448,635,11155,1270,9092,793
1336794600,13437,2082,1409,9946,17910,3662,4320,9928
1336794900,18749,9687,4660,4402,15850,6559,9086,205
1336795200,13500,741,8205,4554,15940,9611,4418,1911
1336795500,17900,1971,7709,8220,1051,377,312,362
1336795800,20017,6820,7119,6078,12739,473,5430,6836
1336796100,16264,3432,3146,9686,13511,5696,2394,5421
1336796400,20424,5466,8002,6956,19392,9267,2806,7319
1336796700,15133,2019,5026,8088,23651,6987,9715,6949
1336797000,12725,7608,1863,3254,13344,394,9038,3912
1336797300,12268,8745,1549,1974,9224,1657,2054,5513
1336797600,15436,1453,9101,4882,19379,7324,4241,7814
1336797900,19351,8285,5608,5458,22066,7302,9701,5063
1336798200,4991,2226,1889,876,7516,3759,136,3621
1336798500,20813,8752,6050,6011,9526,1823,1611,6092
1336798800,18734,8773,3999,5962,17508,4221,6652,6635
1336799100,19093,4204,9083,5806,22850,9781,8658,4411
1336799400,11974,9420,1790,764,17468,1578,7959,7931
1336799700,14865,3817,5209,5839,12852,1687,2887,8278
1336800000,2860,560,2103,197,4108,561,639,2908
1336800300,16744,4223,4496,8025,19497,9939,4864,4694
1336800600,22989,6574,7602,8813,9507,3063,1712,4732
1336800900,12437,1961,8040,2436,19551,9087,4987,5477
1336801200,15550,587,7335,7628,11296,4315,4891,2090
1336801500,14557,808,8865,4884,23187,7140,8660,7387
1336801800,15391,4504,5959,4928,17375,4618,3632,9125
1336802100,20947,7115,9538,4294,15117,3629,8180,3308
1336802400,16284,2543,7800,5941,13485,3743,5820,3922
1336802700,19334,9998,269,9067,17775,1096,9798,6881
1336803000,18993,6380,6815,5798,8355,944,2377,5034
1336803300,5424,1585,1195,2644,15887,5735,6991,3161
1336803600,14776,2857,7399,4520,13651,4799,4727,4125
1336803900,15245,2465,4672,8108,11761,8524,2886,351
1336804200,11623,1136,6253,4234,15485,5199,4330,5956
1336804500,20923,8974,7233,4716,17536,7489,172,9875
1336804800,8071,652,2474,4945,20279,8233,2969,9077
1336805100,3703,626,435,2642,17077,8004,6600,2473
1336805400,9617,7870,1679,68,3504,208,266,3030
1336805700,15927,7336,2511,6080,19871,7837,3703,8331
1336806000,14388,6113,8130,145,14049,1398,7232,5419
1336806300,13104,6567,5264,1273,18233,5912,8561,3760
1336806600,13201,1866,9415,1920,14041,1572,4746,7723
1336806900,21724,9102,7891,4731,9275,6879,1932,464
1336807200,6309,3163,1498,1648,20328,2424,9469,8435
1336807500,22158,9690,6776,5692,15267,7700,1484,6083
1336807800,19686,9973,9260,453,15219,8776,3076,3367
1336808100,314,27,242,45,16322,8666,5655,2001
1336808400,14941,2670,3270,9001,21730,9662,3057,9011
1336808700,16821,9486,463,6872,16461,2823,7920,5718
1336809000,8040,2379,5134,527,19026,7290,3966,7770
1336809300,18220,426,9679,8115,15658,1488,8403,5767
1336809600,14283,6381,2683,5219,20836,7202,4436,9198
1336809900,25249,8485,9695,7069,7399,3816,1910,1673
1336810200,21753,9999,4077,7677,9662,1422,2487,5753
1336810500,23544,8992,4671,9881,23523,6671,7052,9800
1336810800,19480,7422,4123,7935,18328,1226,9345,7757
1336811100,22822,5966,8810,8046,6316,4409,653,1254
1336811400,18781,4232,7807,6742,17813,6400,3627,7786
1336811700,25189,9802,7448,7939,19063,9896,5036,4131
1336812000,19876,6463,3749,9664,18338,916,7572,9850
1336812300,15867,1321,7619,6927,10248,3657,1545,5046
1336812600,19525,7846,7147,4532,22909,9982,5529,7398
1336812900,13529,2286,9736,1507,23262,8149,6961,8152
1336813200,22766,8637,9555,4574,11816,1195,6514,4107
1336813500,16500,4594,4218,7688,14732,515,4687,9530
1336813800,19968,7466,7614,4888,5663,2005,2427,1231
1336814100,10360,7791,1185,1384,14534,8001,4233,2300
1336814400,18455,5300,8335,4820,19359,9167,4812,5380
1336814700,10625,3891,4734,2000,8143,3149,3713,1281
1336815000,5199,583,3132,1484,15410,9782,3883,1745
1336815300,14870,2422,8635,3813,18240,4370,8760,5110
1336815600,18509,7639,9543,1327,10963,2235,8640,88
1336815900,19700,2095,7866,9739,3593,414,596,2583
1336816200,18040,9044,2157,6839,16525,7454,981,8090
1336816500,15660,7697,905,7058,13776,711,6121,6944
1336816800,11357,5628,3461,2268,10600,389,4538,5673
1336817100,14873,7453,1894,5526,21603,9760,6299,5544
1336817400,21091,8093,5379,7619,18202,6591,6605,5006
1336817700,17366,807,8279,8280,13067,6410,6083,574
1336818000,8635,1760,5418,1457,9322,5452,1695,2175
1336818300,18764,6235,4817,7712,18395,9751,7158,1486
1336818600,19276,5767,8739,4770,5160,1778,2727,655
1336818900,11874,1572,2576,7726,26704,9755,8265,8684
1336819200,15253,7336,7720,197,6094,3710,1101,1283
1336819500,16005,3862,5998,6145,23306,9742,8128,5436
1336819800,15927,6974,996,7957,7086,1798,423,4865
1336820100,20535,6879,7881,5775,15706,1629,6251,7826
1336820400,12913,5199,2746,4968,13668,2526,8788,2354
1336820700,15242,5447,989,8806,5019,3424,991,604
1336821000,17700,5757,9497,2446,18182,1022,7685,9475
1336821300,5757,902,278,4577,13746,4041,8865,840
1336821600,11344,2845,6552,1947,6429,1903,2287,2239
1336821900,23648,9735,7640,6273,18695,3088,9430,6177
1336822200,16105,1050,7898,7157,15425,1469,9985,3971
1336822500,13190,8207,2566,2417,21500,9831,6859,4810
1336822800,19158,4560,9646,4952,13157,7194,67,5896
1336823100,16759,2735,8696,5328,13970,4069,3384,6517
1336823400,17622,6858,8532,2232,14606,6804,3451,4351
1336823700,18849,4293,6459,8097,19203,8706,4086,6411
1336824000,16071,9923,1406,4742,15479,6019,596,8864
1336824300,7667,4022,2062,1583,8413,2457,2491,3465
1336824600,22430,7887,5725,8818,14243,4184,2299,7760
1336824900,12722,1662,6224,4836,14896,3811,5015,6070
1336825200,11292,3904,312,7076,19203,9373,986,8844
1336825500,13339,4768,4730,3841,1898,236,1148,514
1336825800,6941,1666,4314,961,9716,681,5174,3861
1336826100,14391,2986,5957,5448,23356,5375,9676,8305
1336826400,15945,8620,1138,6187,8565,188,3517,4860
1336826700,11512,4533,671,6308,12879,9514,2831,534
1336827000,12402,6827,1106,4469,18025,7068,2524,8433
1336827300,11002,5302,5121,579,12167,1428,8298,2441
1336827600,6115,240,3847,2028,14932,6876,5608,2448
1336827900,17455,8685,5717,3053,13375,3138,1997,8240
1336828200,15058,2104,7168,5786,14974,2491,9953,2530
1336828500,10534,3741,5633,1160,15702,5929,6904,2869
1336828800,16476,2554,4114,9808,11164,2254,1627,7283
1336829100,12748,5805,2736,4207,15047,6438,3246,5363
1336829400,23217,9444,6531,7242,21676,6009,7071,8596
1336829700,14701,6865,1607,6229,10438,3076,3811,3551
1336830000,8753,3536,2377,2840,13681,4294,6258,3129
1336830300,20871,4967,8314,7590,21360,8030,4784,8546
1336830600,3918,104,3066,748,18478,4188,8977,5313
1336830900,12864,2062,1832,8970,26290,9466,9741,7083
